Proc. Licitatório;Proc. Administrativo;Modalidade;Exercício;N° Mod.;Situação;Data Abert. Propost.;Valor Previsto;Valor Total Licitação;Objeto;Data do Edital;Data Encerramento;Carona;Reg. Preço;Artigo/Inciso;Economia Absoluta;Economia Percentual
000053/23;53.0;PREGÃO PRESENCIAL;23;18;Homologada  ;31/05/2023;798650.0;614150.0;Registro de Preço para eventuais aquisições de bobinas de plástico (sacos de lixo), para suprir a demanda de diversos setores da Prefeitura Municipal ;10/05/2023;31/05/2023;;S;;184500.0;0.23101483753834595
000052/23;52.0;INEXIGIBILIDADE;23;7;Homologada  ;12/05/2023;150000.0;150000.0;Contratação de profissional do setor artístico para realização de show para as festividades do tradicional Juninão do Município de Riolândia-SP, que o;18/04/2023;12/05/2023;;N;Art. 25, III, Lei 8666/93;0.0;0.0
000051/23;51.0;INEXIGIBILIDADE;23;6;Homologada  ;12/05/2023;145000.0;145000.0;Contratação de profissional do setor artístico para realização de show para as festividades do tradicional Juninão do Município de Riolândia-SP, que o;18/04/2023;12/05/2023;;N;Art. 25, III, Lei 8666/93;0.0;0.0
000050/23;50.0;CONVITE;23;6;Homologada  ;19/05/2023;140741.74;137007.69;Contratação de empresa especializada na prestação de serviços especializados de engenharia, incluindo materiais e serviços, para implantação e remoder;09/05/2023;19/05/2023;;N;;3734.0499999999884;0.02653121952307815
000049/23;49.0;DISPENSA;23;20;Homologada  ;02/05/2023;17846.68;17000.0;Aquisição de pneus, para atender as necessidades de um Caminhão da coleta de resíduos sólidos urbanos e de um Micro Ônibus do setor de saúde do Municí;30/03/2023;02/05/2023;;N;Art. 24, II, Lei 8666/93;846.6800000000003;0.04744187714465661
000048/23;48.0;DISPENSA;23;19;Homologada  ;26/04/2023;1470.0;1350.0;aluguel social pelo período de 3 (três) meses;05/04/2023;26/04/2023;;N;Art. 24, X, Lei 8666/93;120.0;0.08163265306122448
000047/23;47.0;DISPENSA;23;18;Homologada  ;25/04/2023;32720.04;32400.0;Contratação de empresa especializada na prestação de serviços de assessoria, consultoria e apoio na realização de geoprocessamento de dados dos polígo;08/03/2023;25/04/2023;;N;Art. 24, I, Lei 8666/93;320.0400000000009;0.009781161636721741
000046/23;46.0;DISPENSA;23;17;Homologada  ;20/04/2023;45241.2;39577.2;Contratação de empresa especializada na prestação de serviços de outsourcing telefonia móvel e (serviço móvel pessoal - SMP) na modalidade de voz/dado;09/03/2023;20/04/2023;;N;Art. 75, II, Lei 14.133/2021;5664.0;0.12519561815336464
000045/23;45.0;PREGÃO PRESENCIAL;23;17;Homologada  ;11/05/2023;976569.9;592732.95;Registro de Preços de equipamentos e materiais de informática, destinados a diversos setores da Prefeitura Municipal de Riolândia, com entrega parcela;27/04/2023;11/05/2023;;S;;383836.95000000007;0.3930460584541875
000044/23;44.0;PREGÃO PRESENCIAL;23;16;Homologada  ;04/05/2023;733291.99;574692.75;Registro de Preço para aquisição de gêneros alimentícios perecíveis e não perecíveis, para atendimento às necessidades de diversos setores da Administ;14/04/2023;04/05/2023;;S;;158599.24;0.21628388440462848
000043/23;43.0;PREGÃO PRESENCIAL;23;15;Em Andamento;26/04/2023;976575.42;0.0;Registro de Preços de equipamentos e materiais de informática, destinados a diversos setores da Prefeitura Municipal de Riolândia, com entrega parcela;05/04/2023;;;S;;976575.42;1.0
000042/23;42.0;DISPENSA;23;16;Homologada  ;31/03/2023;12499.98;12000.0;Contratação de empresa especializada na prestação de serviços de assessoria técnica, acompanhamento e capacitação de servidor público, para elaboração;13/03/2023;31/03/2023;;N;Art. 24, II, Lei 8666/93;499.97999999999956;0.03999846399754236
000040/23;40.0;INEXIGIBILIDADE;23;5;Homologada  ;30/03/2023;8696.5;8696.5;Contratação de empresa/editora especializada para confecção de cartilhas, com entrega parcelada pelo período de 6 (seis) meses, e de acordo com o Anex;13/03/2023;30/03/2023;;N;Art. 25, I, Lei 8666/93;0.0;0.0
000039/23;39.0;DISPENSA;23;15;Homologada  ;30/03/2023;23005.2;21040.0;Aquisição de 1.000 kits para citologia em base líquida (instrumentos para coleta e armazenamento de amostra, insumos e reagentes necessários para o pr;20/03/2023;30/03/2023;;N;Art. 75, II, Lei 14.133/2021;1965.2000000000007;0.0854241649713978
000038/23;38.0;DISPENSA;23;14;Homologada  ;27/03/2023;31194.0;25200.0;Contratação de empresa especializada no fornecimento de ovos de Páscoa, para atender as necessidades do Fundo Social de Solidariedade de Riolândia, co;02/03/2023;27/03/2023;;N;Art. 75, II, Lei 14.133/2021;5994.0;0.19215233698788228
000037/23;37.0;DISPENSA;23;13;Homologada  ;21/03/2023;17383.33;17000.0;Contratação de empresa especializada em elaboração de conteúdo digital, para realizar propaganda institucional de Riolândia-SP, em comemoração aos 69 ;08/03/2023;21/03/2023;;N;Art. 24, II, Lei 8666/93;383.33000000000175;0.022051586203564087
000036/23;36.0;PREGÃO PRESENCIAL;23;14;Homologada  ;31/03/2023;200680.0;175000.0;O registro de preços para a contratação de empresa especializada em serviços de solda preventiva e corretiva em veículos, maquinários e mobiliários, d;17/03/2023;31/03/2023;;S;;25680.0;0.12796491927446682
000034/23;34.0;INEXIGIBILIDADE;23;4;Homologada  ;09/03/2023;396000.0;396000.0;Contratação de empresa/editora especializada em livros, para confecção de livro do Município de Riolândia-SP, contando a história e geografia da nossa;10/01/2023;09/03/2023;;N;Art. 25, I, Lei 8666/93;0.0;0.0
000033/23;33.0;DISPENSA;23;12;Homologada  ;10/03/2023;17069.4;16065.0;Contratação de empresa especializada no fornecimento de brinquedos, para atender as necessidades das Creches e Pré Escolas municipais de Riolândia-SP,;10/02/2023;10/03/2023;;N;Art. 24, II, Lei 8666/93;1004.4000000000015;0.05884213856374573
000032/23;32.0;DISPENSA;23;11;Homologada  ;02/03/2023;14466.67;12600.0;Contratação de empresa especializada na prestação de serviços de assessoria junto ao CMDCA para planejamento, organização, realização e processamento ;20/01/2023;02/03/2023;;N;Art. 24, II, Lei 8666/93;1866.67;0.1290324587482814
000031/23;31.0;PREGÃO PRESENCIAL;23;12;Homologada  ;22/03/2023;340771.05;318400.0;Aquisição de equipamentos (poltronas e condicionadores de ar), visando suprir as necessidades do Centro de Eventos Adelino Gazeloto do Município de Ri;27/02/2023;22/03/2023;;N;;22371.04999999999;0.06564832898804047
000029/23;29.0;DISPENSA;23;10;Homologada  ;28/02/2023;17566.67;17200.0;contratação de empresa especializada na prestação de serviços de planejamento e execução de Concurso Público no município de Riolândia, conforme espec;17/02/2023;28/02/2023;;N;Art. 24, II, Lei 8666/93;366.66999999999825;0.020873051067732146
000028/23;28.0;DISPENSA;23;9;Homologada  ;24/02/2023;8451.5;8000.0;Contratação de empresa especializada em desenvolvimento de projeto técnico de combate e prevenção a incêndio, e aprovação junto ao corpo de bombeiros,;06/02/2023;24/02/2023;;N;Art. 24, I, Lei 8666/93;451.5;0.053422469384132996
000027/23;27.0;DISPENSA;23;8;Homologada  ;24/02/2023;17666.67;16000.0;Contratação de profissional artístico (dee jay) para apresentação nas festividades em comemoração ao “69º Aniversário de Emancipação Política do Munic;24/01/2023;24/02/2023;;N;Art. 24, II, Lei 8666/93;1666.6699999999983;0.09433979352079358
000026/23;26.0;PREGÃO PRESENCIAL;23;10;Homologada  ;10/03/2023;4009267.0;2566180.0;Registro de preço para aquisição de gêneros alimentícios perecíveis para atendimento às necessidades do serviço de merenda escolar da Rede Municipal d;21/02/2023;10/03/2023;;S;;1443087.0;0.3599378639536853
000025/23;25.0;PREGÃO PRESENCIAL;23;9;Homologada  ;08/03/2023;823940.98;754400.0;Registro de Preço para contratação de empresa especializada em fornecimento de peças/equipamentos e prestação de serviços de manutenção preventiva e c;16/02/2023;08/03/2023;;S;;69540.97999999998;0.08440043848771787
000023/23;23.0;DISPENSA;23;7;Homologada  ;13/02/2023;11663.16;10000.0;Aquisição de câmeras de monitoramento, incluída instalação das mesmas e do sistema de operação, para atender a demanda da escola Maria Aparecida do Sa;30/01/2023;13/02/2023;;N;Art. 24, II, Lei 8666/93;1663.1599999999999;0.1425994327437847
000022/23;22.0;PREGÃO PRESENCIAL;23;7;Homologada  ;02/03/2023;188392.8;174600.0;Registro de preço para eventual aquisição de gás liquefeito de petróleo – GLP (P-13 e P-45), para suprir as necessidades dos diversos setores da Prefe;08/02/2023;02/03/2023;;S;;13792.799999999988;0.0732129890314279
000021/23;21.0;CONVITE;23;5;Homologada  ;24/02/2023;175979.3;174630.0;Contratação de empresa especializada em fornecimento de estrutura técnica e operacional e serviços de seguranças não armados, para realização do tradi;07/02/2023;24/02/2023;;N;;1349.2999999999884;0.007667379061059957
000020/23;20.0;DISPENSA;23;6;Homologada  ;10/02/2023;10333.33;10000.0;Aquisição de calhas com corte, incluído correta instalação, visando atender as necessidades do Velório Municipal do Município de Riolândia-SP, conform;16/01/2023;10/02/2023;;N;Art. 24, II, Lei 8666/93;333.3299999999999;0.03225775234121043
000019/23;19.0;DISPENSA;23;5;Homologada  ;13/02/2023;34401.17;32954.0;Contratação de empresa especializada no fornecimento de braços de iluminação pública, com instalação, visando a substituição dos braços fora do padrão;17/01/2023;13/02/2023;;N;Art. 24, I, Lei 8666/93;1447.1699999999983;0.04206746456588536
000017/23;17.0;TOMADA DE PREÇOS;23;1;Homologada  ;28/02/2023;271146.76;253000.0;Contratação de empresa especializada em serviços de pavimentação/recapeamento do pavimento de vias públicas, calçadas e sinalização viária, no municíp;28/02/2023;28/02/2023;;N;;18146.76000000001;0.06692597027528564
000016/23;16.0;CONVITE;23;4;Homologada  ;15/02/2023;92959.52;92448.05;Contratação de empresa especializada na prestação de serviços especializados de reforma e adaptação, incluído fornecimento de materiais, para revitali;01/02/2023;15/02/2023;;N;;511.47000000000116;0.005502072299856982
000015/23;15.0;PREGÃO ELETRÔNICO;23;5;Homologada  ;17/02/2023;754078.5;689939.0;Registro de Preço para aquisição de uniformes escolares, para distribuição aos alunos matriculados nas escolas municipais de Riolândia-SP, pelo períod;25/01/2023;17/02/2023;;S;;64139.5;0.08505679448492431
000014/23;14.0;CONVITE;23;3;Homologada  ;10/02/2023;280630.57;280430.57;Contratação de empresa especializada na prestação de serviços especializados de reforma e adaptação, incluído fornecimento de materiais, para revitali;31/01/2023;16/02/2023;;N;;200.0;0.0007126807318247616
000013/23;13.0;PREGÃO PRESENCIAL;23;4;Homologada  ;14/02/2023;980011.0;576400.0;Registro de Preço para aquisições de fraldas descartáveis, infantil e geriátrica, para suprir a demanda dos Setores da Educação e Saúde do Município d;31/01/2023;14/02/2023;;S;;403611.0;0.41184333645234594
000012/23;12.0;CONVITE;23;2;Homologada  ;09/02/2023;175305.6;169632.0;Contratação de empresa especializada na prestação de serviços de seguranças não armados, para atender a demanda da Praia Municipal de Riolândia-SP, pe;26/01/2023;09/02/2023;;N;;5673.600000000006;0.03236405454246759
000010/23;10.0;DISPENSA;23;4;Homologada  ;25/01/2023;56668.94;54960.0;aquisição de carteiras / conjuntos escolares, para atender as necessidades da Rede Municipal de Ensino do Município de Riolândia-SP, conforme especifi;13/01/2023;25/01/2023;;N;Art. 75, II, Lei 14.133/2021;1708.9400000000023;0.03015655489585657
000009/23;9.0;PREGÃO PRESENCIAL;23;2;Homologada  ;08/02/2023;796651.15;435635.4;Registro de preços para aquisições de diversos materiais esportivos, visando a manutenção das atividades correlatas desenvolvidas pelos diversos setor;23/01/2023;08/02/2023;;S;;361015.75;0.45316667150985723
000008/23;8.0;DISPENSA;23;3;Homologada  ;23/01/2023;49625.0;49300.0;contratação de empresa especializada em prestação de serviços de termonebulização (fumacê), conforme especificações técnicas e quantidades contidas no;02/01/2023;23/01/2023;;N;Art. 75, II, Lei 14.133/2021;325.0;0.00654911838790932
000007/23;7.0;PREGÃO PRESENCIAL;23;1;Homologada  ;13/03/2023;2509650.0;2502500.0;Contratação de serviços de administração, gerenciamento, emissão e fornecimento de documentos de legitimação – Auxílio Alimentação, na forma de cartão;28/02/2023;13/03/2023;;N;;7150.0;0.002849002849002849
000006/23;6.0;INEXIGIBILIDADE;23;3;Homologada  ;16/01/2023;141250.0;115000.0;Contratação de profissional do setor artístico para realização de show para as festividades do Aniversário do Município de Riolândia-SP, que ocorrerá ;03/01/2023;16/01/2023;;N;Art. 25, III, Lei 8666/93;26250.0;0.18584070796460178
000005/23;5.0;INEXIGIBILIDADE;23;2;Homologada  ;16/01/2023;80471.25;80000.0;Contratação de profissional do setor artístico para realização de show para as festividades do Aniversário do Município de Riolândia-SP, que ocorrerá ;03/01/2023;16/01/2023;;N;Art. 25, III, Lei 8666/93;471.25;0.005856128741631328
000004/23;4.0;INEXIGIBILIDADE;23;1;Homologada  ;16/01/2023;397530.0;328500.0;Contratação de profissional do setor artístico para realização de show para as festividades do Aniversário do Município de Riolândia-SP, que ocorrerá ;03/01/2023;16/01/2023;;N;Art. 25, III, Lei 8666/93;69030.0;0.17364727190400725
000003/23;3.0;CONVITE;23;1;Homologada  ;17/01/2023;76985.0;76100.0;Aquisição de impressoras, para atender as necessidades de diversos setores da Prefeitura Municipal de Riolândia/SP, conforme especificações técnicas e;06/01/2023;17/01/2023;;N;;885.0;0.011495745924530752
000002/23;2.0;DISPENSA;23;2;Homologada  ;06/01/2023;5798.66;5598.0;Aquisição de dois ares condicionados (Split 12.000 btu’s), para atender a necessidade do Setor de Contabilidade do Município de Riolândia/SP, conforme;02/01/2023;06/01/2023;;N;Art. 24, II, Lei 8666/93;200.65999999999985;0.03460454656765526
000001/23;1.0;DISPENSA;23;1;Homologada  ;04/01/2023;17126.4;17011.2;Contratação de mão de obra de serviços gerais para realizar limpeza e capina manual em diversas ruas e canteiros do Município de Riolândia/SP, conform;20/12/2022;04/01/2023;;N;Art. 24, II, Lei 8666/93;115.20000000000073;0.006726457399103181
000105/24;105.0;PREGÃO PRESENCIAL;24;44;Homologada  ;26/12/2024;3944127.0;1870262.65;Registro de Preço para eventuais aquisições de materiais de expediente e papelaria, para atender a demanda de diversos setores da Prefeitura Municipal;09/12/2024;26/12/2024;;S;Art. 28, Lei 14.133/2021;2073864.35;0.5258107434167307
000104/24;104.0;DISPENSA;24;42;Homologada  ;10/12/2024;17235.0;16560.0;Contratação de empresa especializada na prestação de serviços seguranças não armados, para atender os eventos de final de ano do Município de Riolândi;27/11/2024;10/12/2024;;N;Art. 75, II, Lei 14.133/2021;675.0;0.0391644908616188
000103/24;103.0;DISPENSA;24;41;Homologada  ;02/12/2024;56363.33;55352.0;Contratação de empresa especializada na prestação de serviços especializados em rede elétrica de baixa tensão, para manutenção em diversos prédios e p;14/11/2024;02/12/2024;;N;Art. 75, II, Lei 14.133/2021;1011.3300000000017;0.017943049142057466
000102/24;102.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);24;43;Homologada  ;12/12/2024;1497997.0;1327850.0;Registro de Preço para eventuais aquisições de kits de materiais escolares, visando a distribuição aos alunos matriculados nas escolas municipais de R;28/11/2024;12/12/2024;;S;Art. 28, Lei 14.133/2021;170147.0;0.11358300450534947
000101/24;101.0;DISPENSA;24;40;Homologada  ;02/12/2024;57133.39;55000.0;Contratação de empresa para locação de itens de cenários, personagens, adereços e decorações natalinas que serão instaladas na cidade de  Riolândia-SP;22/11/2024;02/12/2024;;N;Art. 75, II, Lei 14.133/2021;2133.3899999999994;0.0373405113892244
000100/24;100.0;PREGÃO PRESENCIAL;24;42;Homologada  ;09/12/2024;1258034.2;816485.9;Registro de Preço para eventuais aquisições de diversos tipos de materiais hospitalares, visando atender a demanda das Unidades Básicas de Saúde do Mu;22/11/2024;09/12/2024;;S;Art. 28, Lei 14.133/2021;441548.29999999993;0.35098274752784936
000099/24;99.0;DISPENSA;24;39;Homologada  ;25/11/2024;52500.0;52500.0;Contratação de empresa especializada na prestação de serviços de poda, corte e de remoção de árvores em áreas públicas, com objetivo de atender a dema;04/11/2024;25/11/2024;;N;Art. 75, II, Lei 14.133/2021;0.0;0.0
000098/24;98.0;PREGÃO PRESENCIAL;24;41;Homologada  ;05/12/2024;170921.67;147900.0;Aquisição de dois veículos seminovos para uso exclusivo no atendimento às demandas operacionais dos setores de Manutenção dos Serviços Urbanos e de Ma;22/11/2024;05/12/2024;;N;;23021.670000000013;0.13469134721185447
000097/24;97.0;INEXIGIBILIDADE;24;13;Homologada  ;12/11/2024;72900.0;72900.0;Contratação de profissional do setor artístico, para realização de show, para as comemorações de final de ano do Município de Riolândia-SP, conforme e;04/11/2024;12/11/2024;;N;Art. 74, II, Lei 14.133/2021;0.0;0.0
